Cheese Name,Milk Type,Texture,Rind,Color,Flavor,Aroma,,,,,,,,,,
/castigliano/,"Made from pasteurized or unpasteurized cow's, goat's and sheep's milk",Spain,Castile-Leon,hard,firm,natural,yellow,"acidic, salty, spicy",rich,no,Queso Castellano,,,,,
/celtic-promise/,Made from unpasteurized cow's milk,United Kingdom,Ceredigion,"semi-soft, artisan",creamy,washed,yellow,full-flavored,pungent,yes,Teifi Farmhouse Cheese,,,,,
/tibet/,Made from yak's milk,"China, Nepal and Tibet",Tibet,artisan,natural,strong,"grassy, herbal, strong",,,,,,,,,
/duddleswell/,Made from pasteurized sheep's milk,England and United Kingdom,West Sussex,"hard, artisan",35%,crumbly,natural,pale yellow,"acidic, buttery",sweet,yes,High Weald Dairy,,,,
/picodon-de-chevre/,Made from unpasteurized or whole goat's milk,France,Ardèche and Drome,"soft, artisan",45%,"creamy, crumbly, firm and smooth",natural,white,"sour, sweet","goaty, pungent",no,"Picodon AOC, Picodon PDO, Picodon AOP",,,,
/asiago-pressato/,Made from pasteurized cow's milk,Italy,Veneto,semi-soft,48%,creamy and smooth,natural,white,"nutty, sweet",fresh,no,"Asiago Fresco, Asiago Fresco DOP Mitica®",Pressato,,,
/saga/,Made from pasteurized cow's milk,Denmark,Brie,"soft, blue-veined, soft-ripened",creamy,bloomy,white,"creamy, mild",mild,no,"Saga Classic Blue Brie, Saga Blue Brie",,,,,
/butte/,Made from unpasteurized cow's milk,France,"soft, soft-ripened",smooth,washed,yellow,"bitter, salty","rich, ripe",no,,,,,,,
/cendre-dolivet/,Made from cow's milk,France,Centre-Val de Loire,"soft, artisan",45%,smooth and supple,natural,ivory,"mild, smooth","earthy, pungent",no,Olivet Cendre,,,,
/emental-grand-cru/,Made from unpasteurized cow's milk,Switzerland,"soft, artisan",40%,firm,washed,pale yellow,"fruity, nutty, sweet",no,Various,Emmental Grand Cru,,,,,
/baylough/,Made from unpasteurized cow's milk,Ireland,"County Tipperary, Clogheen",Cheddar,"hard, artisan",close and firm,waxed,yellow,"garlicky, herbaceous, mild, smokey","herbal, mild",yes,BAY LOUGH CHEESE,Bay Lough,,,
/gospel-green/,Made from unpasteurized cow's milk,England and United Kingdom,Surrey,Cheddar,hard,48%,crumbly,cloth wrapped,fruity,"floral, grassy",yes,,,,,
/tourmalet/,Made from unpasteurized sheep's milk,France,Pyrenees,"semi-hard, processed",50%,chewy and smooth,rindless,pale yellow,nutty,musty,yes,,,,,
/dunsyre-blue/,Made from unpasteurized cow's milk,Scotland and United Kingdom,"Carnwath, Lanarkshire",Blue,"soft, artisan, blue-veined","creamy, crumbly and smooth",mold ripened,cream,"salty, sharp, spicy",strong,yes,H.J. Errington & Co,,,,
/la-taupiniere/,Made from unpasteurized goat's milk,France,Poitou-Charentes,"soft, artisan",45%,creamy and smooth,natural,white,"sour, tangy","aromatic, nutty",no,Fromagerie Jousseaume,Taupinette,Taupiniere,,
/gorgonzola-cremificato/,Made from pasteurized cow's milk,Italy,Lombardia,Blue,"soft, artisan",creamy and smooth,"mild, sweet","grassy, rich",no,,,,,,,
/selles-sur-cher/,Made from unpasteurized goat's milk,France,Sologne,"soft, processed",firm,ash coated,salty,musty,,,,,,,,
/buxton-blue/,Made from cow's milk,England and United Kingdom,"Buxton, Derbyshire",Blue,"soft, artisan, blue-veined",45%,crumbly,natural,yellow,tangy,yes,,,,,
/cheese-curds/,"Canada, India and United States",Cheddar,fresh firm,firm and springy,natural,white,"mild, milky",fresh,"Squeaky Cheese, cheeseballs, paneer, Boivin Cheddar Curds",,,,,,,
/sharpham/,Made from unpasteurized cow's milk,England and United Kingdom,Devon,Brie,"soft, artisan",45%,creamy and smooth,mold ripened,white,buttery,fresh,yes,Sharpham Wine & Cheese,,,
/charolais/,Made from unpasteurized goat's milk,France,Bourgogne,semi-soft,firm,"acidic, salty, sweet",subtle,no,Charoles,,,,,,,
/chevrotin-des-aravis/,Made from unpasteurized goat's milk,France,Haute-Savoie / Upper Savoy,"soft, artisan, brined",45%,creamy and smooth,washed,pale yellow,"full-flavored, herbaceous, sweet","aromatic, floral, goaty",no,,,,,
/gratte-paille/,Made from pasteurized cow's milk,France,Seine-et-Marne,"soft, soft-ripened",70%,creamy and oily,bloomy,white,"buttery, milky, mushroomy, sweet",no,Various,,,,,
/bruder-basil/,Made from pasteurized cow's milk,Germany,Bavaria,"semi-soft, artisan",45%,"creamy, open and smooth",washed,pale yellow,"mild, savory, smokey","rich, smokey",no,Bergader Private Cheese Dairy,,,,
/beemster-aged/,Made from pasteurized cow's milk,Netherlands,Gouda,hard,"crystalline, firm and smooth",natural,yellow,"full-flavored, smooth, spicy, strong",rich,no,CONO Kaasmakers / Beemster,Beemster Old,,,,
/pant-ys-gawn/,Made from pasteurized goat's milk,"Great Britain, United Kingdom and Wales","Abergavenny, Monmouthshire","fresh soft, artisan",22.8 g/100g,creamy,rindless,white,"herbaceous, salty, sour, spicy",goaty,yes,Abergavenny Fine Foods,"Pant-Ys-Gawn, Pantysgawn, Pant-Ysgawn",,,
/fourme-de-montbrison/,Made from unpasteurized cow's milk,France,Rhone-Alpes and Auvergne,Blue,"semi-hard, semi-firm, artisan",50%,natural,pale yellow,"mild, milky, woody",musty,no,SOCIETE FROMAGERE DE ST BONNET,,,,
/mascares/,Made from goat's and sheep's milk,France,Provencale,Tomme,"fresh soft, artisan",smooth,leaf wrapped,white,"earthy, floral",no,,,,,,
/fromage-corse/,Made from goat's or sheep's milk,France,Corsica,"soft, artisan",48%,"firm, open and supple",washed,pale yellow,herbaceous,herbal,no,,,,,
/beemster-classic/,Made from pasteurized cow's milk,Netherlands,Gouda,semi-hard,"creamy, firm and smooth",natural,yellow,"burnt caramel, salty, sharp, sweet","buttery, nutty, rich",no,Beemster Cheese,,,,,
/caciotta-al-tartufo/,Made from pasteurized cow's and sheep's milk,Italy,"Umbria, Lazio",Caciotta,"semi-soft, artisan",firm,natural,ivory,"mild, tangy",earthy,Caciotta Al Tartufo with Black Truffles,,,,,
/piave/,Made from pasteurized cow's milk,Italy,Veneto,"hard, artisan","crystalline, dense and flaky",natural,,,,,,,,,,
/macconais/,Made from pasteurized cow's and goat's milk,France,Bourgogne,Blue,"soft, artisan, soft-ripened","creamy, firm and smooth",bloomy,cream,"salty, tangy",herbal,no,Chevreton de Macon,,,,
/casciotta-di-urbino/,Made from pasteurized cow's and sheep's milk,Italy,Pesaro-Urbino,Caciotta,"semi-soft, artisan",45%,"creamy, crumbly and open",waxed,straw,"acidic, milky, nutty","grassy, pleasant",no,Caseificio Val D’Apsa,"Casciotta di Urbino D.O.P, Casciotta di Urbino PDO, Casciotta d’Urbino",,
/trou-du-cru/,Made from pasteurized cow's milk,France,Bourgogne,"semi-hard, soft-ripened",50%,firm,washed,orange,mild,pungent,no,Fromagerie Berthaut,,,,
/sirene/,"Made from pasteurized or unpasteurized cow's, goat's and sheep's milk","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania and Serbia",Trakia,Feta,"fresh soft, brined","crumbly, grainy and smooth",natural,white,"lemony, salty, sharp, tangy",strong,no,Sirenje,,,,
/galbani/,Made from pasteurized cow's milk,Italy and United States,Milan,Mozzarella,"fresh soft, fresh firm","creamy, elastic and firm",rindless,white,"creamy, mild, nutty, sweet","mild, milky",Galbani,,,,,
/grafton-village-cheddar/,Made from unpasteurized cow's milk,United States,"Grafton, Vermont",Cheddar,"hard, artisan","crumbly, firm, flaky and smooth",natural,golden yellow,"buttery, creamy, full-flavored, savory, sharp","smokey, sweet",no,Grafton Village Cheese Company,"Grafton Aged Cheddars, Grafton Cave Aged Cheddars",,,
/orkney-extra-mature-cheddar/,Made from pasteurized cow's milk,Scotland and United Kingdom,Orkney Isles,Cheddar,hard,firm and smooth,pale yellow,"acidic, nutty, sharp",strong,The Orkney Cheese Company Ltd,,,,,,
/red-windsor/,Made from pasteurized cow's milk,England and United Kingdom,England,Cheddar,semi-hard,30 g/100g,"creamy, crumbly and firm",natural,pink and white,"creamy, fruity, mild",yes,Long Clawson Dairy Limited,,,,
/figue/,Made from unpasteurized goat's milk,France,Provence,"soft, artisan",creamy and sticky,natural,white,"full-flavored, sour","aromatic, milky",no,Chèvre Figue à la Rose,,,,,
/edelpilz/,Made from cow's milk,Germany,Blue,"semi-hard, blue-veined",22%,"spicy, strong",no,,,,,,,,,
/lou-palou/,Made from cow's milk,France,Pyrénées,semi-soft,elastic and smooth,pleasant,no,,,,,,,,,
/tymsboro/,Made from unpasteurized goat's milk,England,"Sleight Farm, near Timsbury, Somerset",Cheddar,"soft, artisan","creamy, dense and smooth",natural,pale yellow,"herbaceous, lemony, nutty",goaty,no,,,,,
/brunost/,Made from pasteurized or unpasteurized cow's and goat's milk,"Denmark, Finland, Germany, Iceland, Norway and Sweden","semi-soft, whey",27 g/100g,360 mg/100g,dense,natural,brown,"caramel, sweet","mysost, mesost, meesjuusto, mysuostur, myseost, Braunkäse, geitost, Ekte Geitost, Gudbrandsdalsost",,,,,,
/anthotyro-fresco/,Made from goat's or sheep's milk,Greece,"Macedonia, Thrace, Thessalia, Peloponissos, Ionian Islands, Aegean islands, Crete Island and Epirus","semi-soft, whey",20%,creamy and smooth,rindless,white,sweet,"Fresh Anthotyro, Anthotiro",,,,,,
/venaco/,Made from unpasteurized goat's or sheep's milk,France,Corsica,"soft, artisan, brined",38%,creamy,washed,ivory,full-flavored,yes,Venachese,,,,,
/nokkelost/,Made from cow's milk,Norway,semi-hard,45%,creamy,natural,pale yellow,"nutty, spicy, tangy",no,kuminost,,,,,,
/gubbeen/,Made from cow's milk,Ireland,County Cork,"semi-soft, artisan",creamy and open,washed,pale yellow,"buttery, milky, nutty","mushroom, nutty",Gubbeen Farmhouse Products,,,,,,
/dunlop/,Made from pasteurized cow's milk,Scotland and United Kingdom,Ayrshire,Cheddar,hard,"close, crumbly, firm and smooth",natural,yellow,"buttery, mild, nutty, sharp, sweet",pleasant,yes,Dunlop Dairy,Dunlop Ayrshire cheese,Smoked Dunlop,,
/niolo/,Made from goat's or sheep's milk,Corsica,soft,creamy,washed,strong,no,"Fromage Fermier de Brebis du Niolu, Niulincu, Niolu de brebis fermier",,,,,,,,
/cottage-cheese-australian/,Made from pasteurized or unpasteurized cow's milk,Australia,Cottage,fresh soft,"crumbly, firm and grainy",rindless,white,"mild, sweet","lactic, milky",yes,,,,,,
/cerney-pyramid/,Made from unpasteurized goat's milk,"England, Great Britain and United Kingdom",Cotswolds,"fresh soft, artisan",creamy,natural,white,"citrusy, lemony, mild, sweet",yes,,,,,,,
/briquette-de-brebis/,Made from unpasteurized sheep's milk,France,Averyon,soft,creamy,natural,white,nutty,nutty,,,,,,,
/crayeux-de-roncq/,Made from unpasteurized cow's milk,France,Roncq,"soft, artisan, soft-ripened",45%,creamy and grainy,washed,orange,"full-flavored, strong, sweet",no,Carré du Vinage,,,,,
/herrgardsost/,Made from pasteurized cow's milk,Sweden,Cheddar,semi-hard,30-45%,smooth and supple,waxed,yellow,"mild, nutty, sweet, tangy",grassy,no,"Vadenost, Manorhouse cheese, Herrgard",,,,
/mont-dor-lyonnais/,Made from cow's milk,France and Swaziland,"semi-soft, artisan",firm,natural,red,salty,strong,no,"Vacherin Mont D'or, Vacherin du Haut-Doubs",Mont Dor,,,,,
/denhany-dorset-drum/,Made from cow's milk,England,hard,50%,chewy and dense,natural,nutty,yes,,,,,,,,
/cachaille/,Made from goat's milk,France,Puimichel in Provence Alpes,soft,no,"wrestling, fuorte, toupina",,,,,,,,,,
/olivet-cendre/,Made from unpasteurized cow's milk,France,Olivet,"soft, artisan",45%,smooth and supple,natural,ivory,"mild, smooth","earthy, pungent",no,Cendre d'Olivet,,,,
/pecorino-in-walnut-leaves/,Made from pasteurized sheep's milk,Italy,Emilia-Romagna,Pecorino,"hard, artisan",40%,dense and firm,leaf wrapped,white,"buttery, herbaceous, nutty, sweet","earthy, herbal",no,"Pecorino Foglie De Noce, Pecorino Aged in Walnut Leaves",Walnut tree leaf Pecorino cheese,,
/hoop-cheese/,Made from pasteurized cow's milk,United States,Wisconsin,soft,springy,waxed,golden yellow,"mild, nutty, salty","Red Rind Hoop Cheese, Red Ring Cheese, Bakers cheese",,,,,,,
/queso-jalapeno/,Made from pasteurized cow's milk,Mexico,Mozzarella,soft,"elastic, springy and stringy",yellow,"creamy, spicy",no,Cacique Inc.,Quesadilla Jalapeno,,,,,,
/galette-lyonnaise/,Made from cow's milk,France,Rhône-Alpes,soft,no,,,,,,,,,,,
/ricotta-australian/,Made from cow's milk,Australia,"fresh soft, whey","creamy, firm and spreadable",rindless,white,"creamy, mild",fresh,no,,,,,,,
/fromage-de-montagne-de-savoie/,Made from pasteurized cow's milk,France,Pyrenees,"semi-soft, artisan",firm,natural,pale yellow,sweet,rich,no,,,,,,
/castelo-branco/,Made from goat's and sheep's milk,Portugal,"Castelo Branco, Fundão and Idanha-a-Nova","semi-soft, artisan",45%,"brittle, creamy, crumbly, firm and smooth",natural,pale yellow,"sour, spicy, tangy",aromatic,yes,Queijo de Castelo Branco,,,,
/pannerone/,Made from unpasteurized cow's milk,Italy,Lodi,"soft, semi-soft, artisan",50%,"creamy, grainy and open",natural,ivory,"bitter, buttery, smooth, sweet",rich,no,,,,,
/cure-nantais/,Made from cow's milk,France,Anjou,"soft, artisan",40%,"open, sticky and supple",straw,"smokey , spicy",no,Various,Nantais,,,,,
/tomme-de-romans/,Made from pasteurized cow's milk,France,Rhone-Alpes,"semi-hard, blue-veined",creamy,natural,blue,"nutty, smooth, sweet","grassy, sweet",no,,,,,,
/esbareich/,Made from cow's milk,France,Aquitaine-Pyrenees,"semi-hard, artisan",30.50%,firm,washed,pale yellow,"fruity, nutty",strong,no,L'Esbareich,,,,
/formaggio-di-capra/,Made from goat's milk,Italy,white,tangy,goaty,no,goat milk cheese,,,,,,,,,
/serra-da-estrela-dop/,Made from unpasteurized sheep's milk,Portugal,Serra da Estrela,semi-soft,ivory,pungent,no,"Serra da Estrela, Queijo Serra da Estrela",,,,,,,,
/touree-de-laubier/,Made from cow's milk,France,Lower Normandy,"soft, soft-ripened",40%,bloomy,yellow,woody,no,Various,Tourrée de l'Aubier,,,,,
/bouyssou/,Made from cow's milk,France,Aveyron,soft,fruity,no,,,,,,,,,,
/sardo/,Made from pasteurized cow's milk,Argentina,hard,"crumbly, firm and flaky",natural,pale yellow,"full-flavored, salty, sharp",no,"Argentine Sardo, Sardo Argentino",,,,,,,
/flor-de-guia/,"Made from cow's, goat's and sheep's milk",Spain,Gran Canaria,"soft, semi-hard, artisan",40%,dense,pale yellow,buttery,buttery,no,Various,,,,,
/quercy-petit/,Made from goat's milk,France,Quercy,soft,citrusy,"fresh, herbal",no,,,,,,,,,
/emlett/,Made from sheep's milk,England,soft,40%,no,,,,,,,,,,,
/olivet-au-foin/,Made from pasteurized or unpasteurized cow's milk,France,Loire,Camembert,"soft, artisan, soft-ripened",45%,creamy and smooth,mold ripened,pale yellow,"herbaceous, mild, salty","floral, fresh, herbal",no,,,,
/capriole-banon/,Made from pasteurized goat's milk,United States,"Greenville, Indiana","soft, artisan",creamy and dense,leaf wrapped,pale yellow,"citrusy, strong, sweet","aromatic, fresh, goaty",no,Capriole Goat Cheese,O'Banon,,,,
/devon-garland/,Made from unpasteurized cow's milk,"England, Great Britain and United Kingdom","Exeter, Devon","semi-hard, artisan",firm and smooth,natural,pale yellow,"herbaceous, savory","aromatic, fresh, herbal",yes,,,,,,
/sourire-lozerien/,Made from pasteurized cow's milk,France,Cevenes,"semi-soft, artisan",25%,creamy and smooth,natural,white,"mild, sweet",musty,no,SARL LAITERIE RISSOAN,,,,
/frying-cheese/,no,Fried Cheese,,,,,,,,,,,,,,
/calenzana/,Made from unpasteurized goat's or sheep's milk,France,Upper Corsica,"semi-soft, artisan",creamy,natural,pale yellow,strong,rich,no,Calinzanincu,,,,,
/abertam/,Made from sheep's milk,Czech Republic,Karlovy Vary,"hard, artisan",45%,firm,natural,pale yellow,"acidic, strong, tangy",no,,,,,,
/dorset-blue-vinny/,Made from pasteurized cow's milk,Great Britain,Dorset,Blue,"hard, artisan, blue-veined",30%,crumbly,blue,"savory, strong",strong,Dorset Blue Vinney,,,,,
/prastost/,Made from pasteurized cow's milk,Sweden,Cheddar,semi-soft,45-50%,creamy,yellow,"salty, spicy, strong","aromatic, rich",no,"Priest Cheese, Saaland Pfarr, VODCheese",,,,,
/kashta/,Middle East,soft,creamy,white,"fresh, rich","kishta, qishta, ghishta, ashta",,,,,,,,,,
/kiri/,Made from cow's milk,"France, Japan and Middle East","soft, processed",creamy,rindless,white,"creamy, mild, sweet",fresh,BEL Group,,,,,,,
/texas-goat-cheese/,Made from pasteurized goat's milk,United States,Dallas,Mozzarella,"soft, artisan",smooth,natural,white,mild,herbal,no,Mozzarella Company,,,,
/beemster-graskaas/,Made from pasteurized cow's milk,Netherlands,Gouda,semi-hard,"creamy, open and smooth",natural,yellow,full-flavored,rich,no,"Beemster Cheese, CONO Kaasmakers / Beemster",,,,,
/boule-du-roves/,Made from unpasteurized goat's milk,France,"soft, artisan",creamy,natural,white,fresh,no,,,,,,,,
/poivre-dane/,Made from cow's and goat's milk,France,"soft, artisan",smooth,natural,white,herbaceous,herbal,,,,,,,,
/dubliner/,Made from pasteurized cow's milk,Ireland,County Cork,Cheddar,hard,"close, crystalline, firm and smooth",natural,yellow,"nutty, sharp, sweet",yes,Kerrygold,"Vintage Dubliner, White Dubliner, Red Dubliner, Reduced Fat Dubliner",,,,
/pelardon-des-cevennes/,Made from unpasteurized goat's milk,France,Languedoc,Tomme,"soft, soft-ripened",creamy,natural,white,"acidic, fruity",goaty,no,,,,,
/mondseer/,Made from pasteurized cow's milk,Austria,Mondsee,semi-hard,45%,"creamy, firm, open and smooth",washed,pale yellow,"sour, spicy, sweet",strong,no,,,,,
/fondant-de-brebis/,Made from unpasteurized sheep's milk,France,Pyrenees,"soft, artisan",creamy,natural,pale yellow,sweet,"aromatic, fresh",no,,,,,,
/sussex-slipcote/,Made from sheep's milk,England,soft,sharp,yes,High Weald Dairy,,,,,,,,,,
/pourly/,Made from unpasteurized goat's milk,France,Burgund,"soft, artisan",45%,smooth,natural,pale yellow,sweet,fresh,no,,,,,
/crowley/,Made from unpasteurized cow's milk,United States,Vermont,Cheddar,"semi-soft, hard, artisan","creamy, crumbly, firm and smooth",cloth wrapped,pale yellow,"buttery, full-flavored, mild, savory, smokey , spicy, sweet, tangy","aromatic, fresh, mild, pleasant, smokey",no,Crowley Cheese,,,,
/laruns/,Made from unpasteurized sheep's milk,France,Laruns,"soft, artisan","brittle, firm and supple",natural,straw,"acidic, mild, nutty, salty, sweet",mild,no,,,,,,
/caboc/,Made from pasteurized cow's milk,Scotland,Tain,soft,67%,creamy,natural,white,"buttery, creamy, nutty","fresh, nutty",yes,Highland Fine Cheeses Limited,,,,
/herve/,Made from pasteurized or unpasteurized cow's milk,Belgium,Herve,"soft, artisan",creamy and smooth,natural,pale yellow,"smooth, spicy",pungent,no,"Plateau de Herve, Fromage de Herve",,,,,
/graddost/,Made from pasteurized cow's milk,Sweden,Scandinavia,"semi-hard, artisan",30-45%,creamy and smooth,waxed,pale yellow,"mild, nutty, sweet, tangy","fresh, nutty",no,Arla Foods,,,,
/yarra-valley-fresh-pyramid/,Made from goat's milk,Australia,"Yarra Valley, Victoria","fresh soft, artisan",45%,creamy and crumbly,rindless,white,"acidic, citrusy, salty","fresh, milky",no,Yarra Valley Dairy,"Fresh Pyramid, Yarra Valley Pyramid",,,
/curworthy/,Made from pasteurized cow's milk,England,Devon,semi-hard,48%,creamy,natural,cream,buttery,fresh,yes,Rachel Stephens,,,,
/grand-vatel/,Made from pasteurized cow's milk,France,Val-de-Marne,Brie,"soft, soft-ripened",75%,"creamy, smooth and spreadable",bloomy,yellow,"buttery, citrusy, nutty, salty",earthy,no,"Délice de Saint-Cyr, Boursault, Boursault Chèvre",,,
/blarney-castle/,Made from pasteurized cow's milk,Ireland,Blarney,Gouda,semi-soft,creamy,natural,golden yellow,"smooth, tangy",no,Kerrygold,,,,,
/nantais/,Made from cow's milk,France,Anjou,"soft, artisan",40%,"open, sticky and supple",washed,straw,"smokey , spicy",no,Various,Cure Nantais,,,,
/bergere-bleue/,Made from unpasteurized sheep's milk,United States,"Marathon, NY",Blue,"semi-soft, artisan, blue-veined","creamy, crumbly and smooth",mold ripened,pale yellow,burnt caramel,"lanoline, rich, yeasty",yes,Northland Sheep Dairy,,,,
/pate-de-fromage/,Made from goat's or sheep's milk,France,soft,50%,no,"Pâte de fromage, Pâte fromage",,,,,,,,,,
/margotin/,Made from pasteurized cow's milk,Italy,Piemonte,semi-soft,firm,natural,cream,"bitter, full-flavored",no,,,,,,,
/grataron-d-areches/,Made from unpasteurized goat's milk,France,Beaufortain,Tomme,"soft, artisan",45%,creamy and smooth,washed,ivory,mild,fresh,no,,,,
/galette-du-paludier/,Made from goat's milk,France,soft,creamy and smooth,creamy,yes,,,,,,,,,,
/coquetdale/,Made from pasteurized cow's milk,England,Coquet,"semi-hard, soft-ripened",55%,creamy,natural,pale yellow,fruity,rich,yes,Northumberland Cheese Company,,,,
/rollot/,Made from cow's milk,France,Rollot,semi-soft,firm,washed,yellow,"salty, spicy, strong","fruity, yeasty",no,"Rollot de Marchélepot, Rollot d'Étrœungt",,,,,
/petit-pardou/,Made from cow's milk,France,Laruns,semi-hard,50%,natural,aromatic,no,,,,,,,,
/heidi-cheese/,Made from pasteurized cow's milk,Australia,Tasmania,"hard, artisan",45%,crumbly,natural,yellow,nutty,strong,yes,Heidi Farm,,,,
/matocq/,Made from unpasteurized cow's and sheep's milk,France,"semi-hard, processed",50%,chewy,cream,"acidic, nutty",nutty,no,,,,,,,
/civray/,Made from unpasteurized goat's milk,France,"soft, artisan",45%,creamy and firm,natural,pale yellow,"acidic, sweet",pleasant,no,,,,,,
/fin-de-siecle/,Made from cow's milk,France,Pays de Bray,soft,72%,creamy,no,,,,,,,,,
/pouligny-saint-pierre/,Made from unpasteurized goat's milk,France,Berry,soft,creamy and crumbly,natural,ivory,"acidic, sweet",goaty,no,,,,,,
/asiago-dallevo/,Made from unpasteurized cow's milk,Italy,Veneto,hard,34%,compact,natural,pale yellow,savory,"pleasant, yeasty",no,"Asiago Aged, Asiago D’Allevo DOP Mitica®, Asiago Mezzano",,,,
/plymouth-cheese/,Made from unpasteurized cow's milk,United States,Vermont,Cheddar,"hard, artisan","firm, flaky and grainy",waxed,yellow,"buttery, fruity, full-flavored, nutty, smokey , spicy, tangy","rich, smokey, strong",Plymouth Artisan Cheese,,,,,
/idaho-goatster/,Made from goat's milk,United States,hard,waxed,no,Charles and Karen Evans,,,,,,,,,,
/greuilh/,Made from unpasteurized sheep's milk,France,Aquitaine,soft,smooth,natural,"sour, sweet",sweet,no,,,,,,,
/vieux-corse/,Made from sheep's milk,France,Corsica,"soft, artisan",50%,creamy,ivory,"full-flavored, salty, spicy",no,,,,,,,
/pyramide/,Made from pasteurized goat's milk,France,Loire Valley,"soft, artisan",crumbly,natural,ivory,pungent,no,,,,,,,
/havilah/,Made from cow's milk,United States,New Jersey,"hard, artisan","dense, firm and flaky",natural,yellow,"citrusy, fruity",pungent,Cherry Grove Farm,,,,,,
/rustinu/,Made from unpasteurized sheep's milk,France,"soft, artisan, soft-ripened",45%,firm,natural,pale yellow,sweet,fresh,no,u Rustinu,,,,,
/cornish-pepper/,Made from pasteurized cow's milk,England,Cornish,"soft, artisan",45%,creamy,natural,white,smooth,rich,no,Lynher Valley Dairy,,,,
/laveyronnais/,Made from cow's milk,France,massif des Causses,soft,leaf wrapped,white,grassy,no,,,,,,,,
/avonlea-clothbound-cheddar/,Made from unpasteurized cow's milk,Canada,Prince Edward Island,Cheddar,"hard, artisan",32%,"creamy, crumbly and firm",cloth wrapped,straw,"fruity, mushroomy, savory",yes,COWS Inc.,,,,
/sveciaost/,Made from pasteurized cow's milk,Sweden,Low-laying regions,"semi-hard, brined",45%,creamy and supple,rindless,pale yellow,acidic,no,,,,,,
/lingot-saint-bousquet-dorb/,Made from unpasteurized goat's milk,France,Herault,Brie,"soft, artisan",smooth,natural,white,sweet,herbal,no,,,,,
/barrys-bay-cheddar/,Made from cow's milk,New Zealand,Banks Peninsular in Canterbury,Cheddar,"hard, artisan",creamy,cloth wrapped,no,Barry's Bay,,,,,,,
/dreux-a-la-feuille/,Made from pasteurized or unpasteurized cow's milk,France,Eure-et-Loir,"soft, soft-ripened",40%,creamy and supple,bloomy,pale yellow,"fruity, full-flavored, woody",mushroom,no,Feuille de Dreux,,,,
/tronchon/,"Made from pasteurized cow's, goat's and sheep's milk",Spain,Murcia,semi-soft,creamy and open,natural,cream,buttery,"buttery, mild",no,,,,,,
/quadrello-di-bufala/,Made from pasteurized water buffalo's milk,Italy,Lombardy,"semi-soft, artisan",creamy and open,washed,ivory,"grassy, salty","earthy, sweet",no,Quattro Portoni,,,,,
/kefalotyri/,Made from pasteurized goat's or sheep's milk,Cyprus and Greece,hard,40%,firm and flaky,natural,pale yellow,"salty, sharp, spicy, strong, tangy","rich, strong",no,Kefalotiri,,,,,
/beemster-2-milk/,Made from pasteurized cow's milk,"Canada, Denmark, France, Germany, Netherlands and United States",semi-soft,8%,5 g/100g,smooth,nutty,"aromatic, floral, fruity",no,"Beemster Cheese, CONO Kaasmakers / Beemster",,,,,,
/duroblando/,Made from pasteurized cow's milk,Mexico and Caribbean and United States,hard,crumbly and firm,rindless,white,"salty, smokey , strong",smokey,no,Nuestro Queso,Duro Blando,,,,,
/delice-des-fiouves/,Made from cow's milk,France,Doubs,"soft, semi-soft, artisan",smooth and supple,washed,white,"mild, smooth",rich,no,,,,,,
/pithtiviers-au-foin/,Made from pasteurized cow's milk,France,"Centre , the department of Loiret",Camembert,"soft, artisan",smooth,natural,pale yellow,"burnt caramel, fruity",grassy,no,Kraft Foods Company,Bondaroy au foin,,,
/ptit-berrichon/,Made from pasteurized goat's milk,France,Berry,"soft, artisan",soft-ripened,leaf wrapped,white,sweet,goaty,no,,,,,,
/fourme-de-haute-loire/,Made from pasteurized cow's milk,France,Rhone-Alpes,"soft, blue-veined",crumbly and firm,natural,pale yellow,"mild, smooth",fresh,no,,,,,,
/balaton/,Made from cow's milk,Hungary,semi-hard,firm,natural,pale yellow,"acidic, mild",no,,,,,,,,
/brebis-du-puyfaucon/,Made from unpasteurized sheep's milk,France,Haute Vienne,"soft, artisan",smooth,natural,sweet,grassy,no,,,,,,,
/pas-de-lescalette/,Made from unpasteurized cow's milk,France,Larzac,"semi-hard, artisan",creamy,natural,straw,sweet,fresh,no,,,,,,
/quatre-vents/,Made from unpasteurized goat's milk,France,"soft, artisan",45%,firm,natural,white,sweet,"fresh, goaty",no,,,,,,
/lappi/,Made from pasteurized cow's milk,Finland,Lapland,Swiss Cheese,semi-soft,"creamy, firm, open and smooth",rindless,yellow,"mild, sweet",no,,,,,,
/vendomois/,Made from goat's milk,France,"fresh soft, artisan",45%,natural,sour,no,,,,,,,,,
/kernhem/,Made from pasteurized cow's milk,Netherlands,Kernhem,Gouda,soft,60%,"firm, open and smooth",washed,yellow,"mild, nutty, sweet",aromatic,no,,,,
/briquette-du-forez/,Made from unpasteurized cow's and goat's milk,France,Auvergne,Brie,"soft, soft-ripened",creamy,natural,white,smooth,"goaty, pleasant",no,,,,,
/friesla/,Made from pasteurized sheep's milk,England,Devon,"semi-hard, artisan",firm,natural,pale yellow,sweet,sweet,no,,,,,,
/port-nicholson/,Made from cow's milk,New Zealand,semi-soft,40%,creamy and smooth,washed,orange,"sour, sweet",smokey,Kapiti Brands NZ Ltd,Kapiti Port Nicholson,,,,,
